task_id,과업지시일자,과업담당자_이름,수주처,project,발주번호,movement_산출이동,sync_itemdb,산출물,비스포크여부,긴급여부,미입하 발생이력_movement,재제작/추가제작,발주지시수량,고객주문수량,이슈체크(Order 이슈 관리용) (from order),공급가액,배송비,취득원가,파츠유형,협력사 결제조건 (from 수주처),R) 판매가(최종),세금계산서작성월 (from 지출결의),입하예정일 (from movement_산출물),입하확정일 (from movement_산출물),실제입하일 (from movement),지출결의,결제일(from 지출결의),분할지출여부,합계_분할,발주수량_분할,지출결의_분할갯수,지출결의 금액 합계 (from 지출결의),지출현황,총 지출 단가 (VAT 포함),총 지출액 (VAT 제외),조정금액(부가세포함),입하여부
PNA50018_스탠드-업칫솔_B1,2026.1.8,김하은,주식회사 라이클,PNA50018-에티버스,PO068749,MM00190727,STTB_PT3086-휴대용치약(언파차차20g)_화이트,휴대용치약(화이트/언파차차20g),,-,0 checked out of 1,,103,100,0 checked out of 1,101970,0,101970,Product Parts,정기(월),\150000,26년 1월,2026.1.14,,2026.1.12,26.2.9-2.13_주식회사 라이클,2026.2.12,,₩0,,1,₩1241460,지출완료,1089,101970,,입하완료
PNA38470_0108_5651,2026.1.8,육승미,주식회사 모아패키지,PNA38470-26년1월_재고생산,PO068751,MM00190732,STCK_PT4762-골지G형박스(L)_그레이,Soild스탠다드G형박스(그레이L),,,0 checked out of 1,,3000,,0 checked out of 1,4740000,0,4740000,Package Parts,정기(월),\0,26년 1월,2026.1.22,,2026.1.22,26.2.9-2.13_주식회사 모아패키지,2026.2.12,,₩0,,1,₩22518540,지출완료,1738,4740000,,입하완료
PNA38321_몰스킨2026다이어리_A1,2026.1.8,김민정,(주) 모나미,PNA38321-다하우스,PO068689,MM00190278,MOLD_PT4991-몰스킨다이어리(2026_데일리/하드/L)_블랙,몰스킨다이어리(블랙/2026_데일리/하드/L),,-,0 checked out of 1,,31,30,0 checked out of 1,844750,0,844750,Product Parts,정기(월),\1500000,26년 1월,2026.1.12,,2026.1.12,26.2.9-2.13_(주) 모나미,2026.2.12,,₩0,,1,₩1850057,지출완료,29975,844750,,입하완료
PNA50018_브랜드-잇_A1,2026.1.8,육승미,(주)청산인쇄,PNA50018-에티버스,PO068750,MM00190726,"BRDT_PT2527-브랜드잇_커버_추상적산출물,BRDT_PT1029-브랜드잇_커버(그문드비)_컬러,BRDT_PT1906-색박(음각)_50x50_청산인쇄[브랜드잇_커버]",커버(브랜드-잇_인쇄포함),,-,0 checked out of 1,,100,100,0 checked out of 3,264000,0,264000,"Phantom Parts, Product Parts, Printing Parts",정기(월),\320000,26년 1월,2026.1.15,,2026.1.13,26.2.9-2.13_(주)청산인쇄,2026.2.13,,₩0,,1,₩70196168,지출완료,2904,264000,,입하완료
PNA50018_라이트샤오미펜_B1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA50018-에티버스,PO068746,MM00190723,LXMP_PT4592-배경지(커스텀인쇄)_화이트+디지털풀컬러[OPP],배경지(라이트 샤오미펜),,-,0 checked out of 1,,105,100,0 checked out of 1,31500,0,31500,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.12,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,330,31500,,입하완료
PNA37721_RE:CUP(리컵)_12oz_A1,2026.1.8,육승미,주식회사 케이디앤지,PNA37721-(주)유라,PO068740,MM00190692,RECP_PT0569-리컵(12oz)_베이지,리컵(베이지12oz),,-,0 checked out of 1,,101,100,0 checked out of 1,1156909,0,1156909,Product Parts,건별,\1790000,26년 1월,2026.1.12,,2026.1.12,26.1.12-1.16_주식회사 케이디앤지,2026.1.15,,₩0,,1,₩1272600,지출완료,12600,1156909,,입하완료
PNA50018_스탠드-업칫솔_A1,2026.1.8,김민지,신명인쇄,PNA50018-에티버스,PO068747,MM00190728,"STTB_PT1136-스탠드업칫솔_화이트,STTB_PT2544-스탠드업칫솔_추상적산출물,STTB_PT1138-실크_1색_스탠드업칫솔_신명인쇄[스탠드업칫솔]",실크(스탠드-업 칫솔_바디),,-,0 checked out of 1,,105,100,0 checked out of 3,58500,0,58500,"Product Parts, Phantom Parts, Printing Parts",정기(월),\390000,26년 1월,2026.1.15,,2026.1.15,26.2.2-2.6_신명인쇄,2026.2.5,,₩0,,1,₩8822286,지출완료,613,58500,,입하완료
PNA50018_시그니처다이어리(그레이)_C1,2026.1.8,김민지,주식회사 디자인오엔,PNA50018-에티버스,PO068744,MM00190721,"SGND_PT4883-시그니처다이어리(2합)_라이트그레이[시그니처다이어리_디자인오엔],SGND_PT5037-시그니처다이어리_추상적산출물,SGND_PT3379-시그니처다이어리_밴드_25.파랑[디자인오엔],SGND_PT5026-색박(음각)_130x190_주식회사디자인오엔[시그니처다이어리]",시그니처다이어리,,-,0 checked out of 1,,107,100,0 checked out of 4,207000,0,207000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\1400000,26년 1월,2026.1.15,,2026.1.14,26.2.9-2.13_주식회사 디자인오엔,2026.2.12,,₩0,,1,₩6138550,지출완료,2128,207000,,입하완료
PNA38378_슬로건다이어리(표준)_A2,2026.1.8,김민지,유엘상사,PNA38378-아마존,PO068731,MM00190636,"SLGN_PT1233-색박(음각)_130x190_유엘상사[슬로건다이어리],SLGN_PT2550-슬로건다이어리(불박인쇄)_추상적산출물",불박(슬로건 다이어리),,-,0 checked out of 1,,52,50,0 checked out of 2,260000,5000,265000,"Printing Parts, Phantom Parts",정기(월),\290000,26년 1월,2026.1.15,,2026.1.14,26.2.2-2.6_유엘상사,2026.2.5,,₩0,,1,₩9264530,지출완료,5606,265000,,입하완료
PNA50018_HighLight슬라이드지퍼백(1000개미만)_A1,2026.1.8,김민지,개미기획,PNA50018-에티버스,PO068743,MM00190719,"HLSZ_PT4752-하이라이트슬라이드지퍼백(L)[개미기획],HLSZ_PT4809-실크_개미기획[슬라이드지퍼백],HLSZ_PT4811-하이라이트슬라이드지퍼백_추상적산출물",하이라이트슬라이드지퍼백,,-,0 checked out of 1,,104,100,0 checked out of 3,71600,0,71600,"Product Parts, Printing Parts, Phantom Parts",정기(격주),\260000,26년 1월,2026.1.15,,2026.1.15,26.1.19-1.23_개미기획,2026.1.22,,₩0,,1,₩6387260,지출완료,757,71600,,입하완료
PNA50018_스탠드-업칫솔_F1,2026.1.8,김민지,신명인쇄,PNA50018-에티버스,PO068748,MM00190729,"STTB_PT3330-칫솔케이스(커스텀인쇄)_투명,STTB_PT3463-실크_1색_칫솔케이스_신명인쇄[칫솔케이스],STTB_PT3787-칫솔케이스_추상적산출물",실크(스탠드-업 칫솔_칫솔케이스),,-,0 checked out of 1,재제작,105,100,0 checked out of 3,63000,0,63000,"Package Parts, Printing Parts, Phantom Parts",정기(월),\200000,26년 1월,2026.1.15,,2026.1.16,26.2.2-2.6_신명인쇄,2026.2.5,,₩0,,1,₩8822286,지출완료,660,63000,,입하완료
PNA37721_RE:CUP(리컵)_12oz_A2,2026.1.8,김민지,타우하이텍,PNA37721-(주)유라,PO068741,MM00190691,"RECP_PT2705-리컵_추상적산출물,RECP_PT0564-레이저각인_RECUP_타우하이텍[리컵]",레이저(RE:CUP),,-,0 checked out of 1,,101,100,0 checked out of 2,151500,40000,191500,"Phantom Parts, Printing Parts",정기(월),\230000,26년 1월,2026.1.14,,2026.1.13,26.2.2-2.6_타우하이텍,2026.2.5,,₩0,,1,₩2475550,지출완료,2086,191500,,입하완료
PNA50082_브랜디드피규어[1]_A1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA50082-노랑풍선,PO068736,"MM00190681,MM00200138",BRPR_PT4433-배경지(커스텀인쇄)(기본)_화이트+디지털풀컬러[OPP],배경지(기본),,-,0 checked out of 2,,310,300,0 checked out of 1,83700,0,83700,Package Parts,정기(월),\0,26년 1월,"2026.1.20, 2026.1.20",,"2026.1.20, 2026.1.20",26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,297,83700,,입하완료
PNA38373_브랜디드노트북백_추가제작_B1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38373-네이버,PO068739,MM00190678,BRDD_PT3290-사각스티커(커스텀인쇄)_화이트+디지털풀컬러[투명손잡이지퍼백],사각스티커(브랜디드 노트북백),,-,0 checked out of 1,,55,50,0 checked out of 1,17600,0,17600,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.14,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,352,17600,,입하완료
PNA38378_라이트캘린더_A1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38378-아마존,PO068732,MM00190640,"LTCL_PT4178-라이트캘린더_추상적산출물,LTCL_PT3982-라이트캘린더_표지+내지(커스텀인쇄)_화이트+디지털풀컬러,LTCL_PT3981-라이트캘린더_삼각대(커스텀인쇄)_화이트+디지털풀컬러,LTCL_PT4176-링제본_블랙",라이트 캘린더,,-,0 checked out of 1,,52,50,0 checked out of 4,187200,0,187200,"Phantom Parts, Product Parts",정기(월),\275000,26년 1월,2026.1.16,,2026.1.16,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,3960,187200,,입하완료
PNA38378_Stationery페이퍼박스_B1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38378-아마존,PO068729,MM00190631,STBX_PT0547-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_200-2,웰컴페이퍼(Quality 슬리브 박스_반투명),,-,0 checked out of 1,,55,50,0 checked out of 1,24750,0,24750,Package Parts,정기(월),\45000,26년 1월,2026.1.14,,2026.1.13,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,495,24750,,입하완료
PNA50082_브랜디드피규어[2]_A1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA50082-노랑풍선,PO068738,MM00190679,BRPR_PT4433-배경지(커스텀인쇄)(기본)_화이트+디지털풀컬러[OPP],배경지(기본),,-,0 checked out of 1,,310,300,0 checked out of 1,83700,0,83700,Package Parts,정기(월),\0,26년 1월,2026.1.13,,2026.1.13,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,297,83700,,입하완료
PNA38378_스펙트럼컬러펜_B1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38378-아마존,PO068734,MM00190642,SPCP_PT1468-배경지(커스텀인쇄)_화이트+옵셋풀컬러_000-7,배경지(펜류),,-,0 checked out of 1,,55,50,0 checked out of 1,16500,0,16500,Package Parts,정기(월),\40000,26년 1월,2026.1.14,,2026.1.13,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,330,16500,,입하완료
PNA37721_RE:CUP(리컵)_12oz_E1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA37721-(주)유라,PO068742,MM00190690,RECP_PT0454-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-17[단품박스_100-3],사각스티커(브링유어컵),,-,0 checked out of 1,,105,100,0 checked out of 1,17850,0,17850,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.14,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,187,17850,,입하완료
PNA50082_브랜디드피규어[2]_A2,2026.1.8,육승미,엠알오즈(MROZ),PNA50082-노랑풍선,PO068737,MM00190682,"BRPR_PT4422-브랜디드피규어_추상적산출물,BRPR_PT4421-브랜디드피규어(기본피규어)_컬러,BRPR_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPR_PT4432-지퍼백(기성)_투명[브랜디드피규어(기본피규어)]",브랜디드피규어,,-,0 checked out of 1,,303,300,0 checked out of 4,818100,12013,830113,"Phantom Parts, Product Parts, Printing Parts, Package Parts",정기(월),\1470000,26년 1월,2026.1.19,,2026.1.19,26.2.9-2.13_엠알오즈(MROZ),2026.2.12,,₩0,,1,₩43534895,지출완료,3014,830113,,입하완료
PNA50082_브랜디드피규어[1]_A2,2026.1.8,육승미,엠알오즈(MROZ),PNA50082-노랑풍선,PO068735,MM00190680,"BRPR_PT4422-브랜디드피규어_추상적산출물,BRPR_PT4421-브랜디드피규어(기본피규어)_컬러,BRPR_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPR_PT4432-지퍼백(기성)_투명[브랜디드피규어(기본피규어)]",브랜디드피규어,,-,0 checked out of 1,,303,300,0 checked out of 4,818100,12013,830113,"Phantom Parts, Product Parts, Printing Parts, Package Parts",정기(월),\1470000,26년 1월,2026.1.19,,2026.1.19,26.2.9-2.13_엠알오즈(MROZ),2026.2.12,,₩0,,1,₩43534895,지출완료,3014,830113,,입하완료
PNA38380_스펙트럼컬러펜_A1,2026.1.8,김하은,엘바 (ELVA),PNA38380-서울청년센터금천청춘삘딩,PO068722,MM00190610,SPCP_PT1211-스펙트럼컬러펜(블랙잉크)_다크블루,스펙트럼컬러펜(다크블루.블랙잉크),,-,0 checked out of 1,,65,64,0 checked out of 1,70909,0,70909,Product Parts,정기(월),\125440,26년 1월,2026.1.12,,2026.1.9,26.2.9-2.13_엘바 (ELVA),2026.2.12,,₩0,,1,₩7802100,지출완료,1200,70909,,입하완료
PNA38378_Stationery페이퍼박스_A1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38378-아마존,PO068728,MM00190633,STBX_PT3316-띠지(커스텀인쇄)_화이트+디지털풀컬러,띠지(Stationery 페이퍼박스),,-,0 checked out of 1,,55,50,0 checked out of 1,22000,0,22000,Package Parts,정기(월),\45000,26년 1월,2026.1.14,,2026.1.13,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,440,22000,,입하완료
PNA38380_슬로건다이어리(표준)_A3,2026.1.8,김민지,개미기획,PNA38380-서울청년센터금천청춘삘딩,PO068721,MM00190608,"SLGN_PT2673-슬로건다이어리(실크인쇄)_추상적산출물,SLGN_PT1232-실크_1회_슬로건다이어리_개미기획[슬로건다이어리]",실크(슬로건 다이어리),,-,0 checked out of 1,,65,64,0 checked out of 2,108000,0,108000,"Phantom Parts, Printing Parts",정기(격주),\138880,26년 1월,2026.1.15,2026.1.15,2026.1.15,26.1.19-1.23_개미기획,2026.1.22,,₩0,,1,₩6387260,지출완료,1828,108000,,입하완료
PNA38373_브랜디드노트북백_추가제작_C1,2026.1.8,김민지,유엘상사,PNA38373-네이버,PO068726,MM00190612,"BRDD_PT2233-공박(음각)_브랜디드노트북백_유엘상사[레더라벨],BRDD_PT2231-크로스스트랩_블랙[브랜디드노트북백],BRDD_PT2529-레더라벨_추상적산출물,BRDD_PT2232-레더라벨_컬러",레더라벨(브랜디드 노트북백_불박포함),,-,0 checked out of 1,,50,50,0 checked out of 4,155000,0,155000,"Printing Parts, Product Parts, Phantom Parts",정기(월),\125000,26년 1월,2026.1.14,,2026.1.12,26.2.2-2.6_유엘상사,2026.2.5,,₩0,,1,₩9264530,지출완료,3410,155000,,입하완료
PNA38373_브랜디드노트북백_추가제작_A1,2026.1.8,김민지,타우하이텍,PNA38373-네이버,PO068725,MM00190611,"BRDD_PT2228-브랜디드노트북백_블랙,BRDD_PT2230-레이저각인_유광블랙_전면_브랜디드노트북백_타우하이텍,BRDD_PT2528-브랜디드노트북백_추상적산출물",브랜디드노트북백,,-,0 checked out of 1,,50,50,0 checked out of 3,75000,0,75000,"Product Parts, Printing Parts, Phantom Parts",정기(월),\1325000,26년 1월,2026.1.13,2026.1.13,2026.1.13,26.2.2-2.6_타우하이텍,2026.2.5,,₩0,,1,₩2475550,지출완료,1650,75000,,입하완료
PNA50104_브랜디드피규어키링_A2,2026.1.8,육승미,엠알오즈(MROZ),PNA50104-씽크포비엘,PO068710,MM00190548,"BRPK_PT4421-브랜디드피규어(기본피규어)_컬러,BRPK_PT4728-브랜디드피규어키링_추상적산출물,BRPK_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPK_PT4473-핸드블록(C),BRPK_PT1318-실버팩_100-1,BRPK_PT4431-본드접착(키링)[브랜디드피규어(키링)]",브랜디드피규어키링,,-,0 checked out of 1,,101,100,0 checked out of 6,545400,12013,557413,"Product Parts, Phantom Parts, Printing Parts, Package Parts",정기(월),\940000,26년 1월,2026.1.21,,2026.1.19,26.2.9-2.13_엠알오즈(MROZ),2026.2.12,,₩0,,1,₩43534895,지출완료,6071,557413,,입하완료
PNA38008_브랜디드피규어_A2,2026.1.8,육승미,엠알오즈(MROZ),PNA38008-143엔터테인먼트,PO068713,MM00190567,"BRPR_PT4422-브랜디드피규어_추상적산출물,BRPR_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPR_PT4421-브랜디드피규어(기본피규어)_컬러,BRPR_PT4432-지퍼백(기성)_투명[브랜디드피규어(기본피규어)]",브랜디드피규어,,-,0 checked out of 1,,151,150,0 checked out of 4,453000,12013,465013,"Phantom Parts, Printing Parts, Product Parts, Package Parts",정기(월),\772500,26년 1월,2026.1.19,,2026.1.19,26.2.9-2.13_엠알오즈(MROZ),2026.2.12,,₩0,,1,₩43534895,지출완료,3388,465013,,입하완료
PNA38470_0108_5221,2026.1.8,육승미,(주)이삭반도체,PNA38470-26년1월_재고생산,PO068727,MM00190613,STCK_PT3353-메시지캐리어파우치_매트블랙,메시지 캐리어 파우치(매트블랙),,,0 checked out of 1,,500,,0 checked out of 1,2700000,0,2700000,Product Parts,건별,\0,26년 1월,2026.1.8,,2026.1.8,26.1.12-1.16_(주)이삭반도체,2026.1.15,,₩0,,1,₩2970000,지출완료,5940,2700000,,입하완료
PNA38008_브랜디드피규어_A1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38008-143엔터테인먼트,PO068715,MM00190564,BRPR_PT4433-배경지(커스텀인쇄)(기본)_화이트+디지털풀컬러[OPP],배경지(기본),,-,0 checked out of 1,추가제작,105,150,0 checked out of 1,31500,0,31500,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.14,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,330,31500,,입하완료
PNA38324_오아시스미니마사지건_C1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38324-GS건설,PO068719,MM00190587,OMMG_PT5095-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(오아시스 미니 마사지건),,-,0 checked out of 1,,105,100,0 checked out of 1,33600,0,33600,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.14,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,352,33600,,입하완료
PNA50104_브랜디드피규어키링_A1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA50104-씽크포비엘,PO068711,MM00190547,BRPK_PT4435-배경지(커스텀인쇄)(키링)_화이트+디지털풀컬러[실버팩],배경지(키링),,-,0 checked out of 1,,105,100,0 checked out of 1,31500,0,31500,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.14,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,330,31500,,입하완료
PNA38008_미르(MiiR)텀블러_C1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38008-143엔터테인먼트,PO068717,MM00190563,MIRT_PT0454-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-17[스탠다드_단품박스],사각스티커(브링유어컵),,-,0 checked out of 1,추가제작,110,150,0 checked out of 1,18700,0,18700,Package Parts,정기(월),\0,26년 1월,2026.1.19,,2026.1.14,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,187,18700,,입하완료
PNA38380_스펙트럼컬러펜_B1,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38380-서울청년센터금천청춘삘딩,PO068724,MM00190609,SPCP_PT1468-배경지(커스텀인쇄)_화이트+옵셋풀컬러_000-7,배경지(펜류),,-,0 checked out of 1,,70,64,0 checked out of 1,21000,0,21000,Package Parts,정기(월),\48640,26년 1월,2026.1.14,,2026.1.13,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,330,21000,,입하완료
PNA38008_미르(MiiR)텀블러_A1,2026.1.8,육승미,주식회사 따벨라,PNA38008-143엔터테인먼트,PO068714,MM00190568,MIRT_PT0501-미르텀블러_화이트,,,-,0 checked out of 1,,151,150,0 checked out of 1,2800364,0,2800364,Product Parts,건별,\4117500,26년 1월,2026.1.12,,2026.1.12,26.1.12-1.16_주식회사 따벨라,2026.1.15,,₩0,,1,₩11362800,지출완료,20400,2800364,,입하완료
PNA38008_Passion더스트백(블랙M)_A1,2026.1.8,김민지,개미기획,PNA38008-143엔터테인먼트,PO068712,MM00190565,"DBAG_PT0534-무광스트링파우치(커스텀인쇄)(M)_블랙_200-1,DBAG_PT3779-무광스트링파우치_추상적산출물,DBAG_PT0535-실크_Passion더스트백_개미기획[무광스트링파우치]",실크(Passion 더스트백),,-,0 checked out of 1,,151,150,0 checked out of 3,90400,0,90400,"Package Parts, Phantom Parts, Printing Parts",정기(격주),\412500,26년 1월,2026.1.16,,2026.1.15,26.1.19-1.23_개미기획,2026.1.22,,₩0,,1,₩6387260,지출완료,659,90400,,입하완료
PNA38008_미르(MiiR)텀블러_A3,2026.1.8,김민지,신명인쇄,PNA38008-143엔터테인먼트,PO068716,MM00190566,"MIRT_PT0504-실크_MiiR텀블러_신명인쇄[미르텀블러_화이트],MIRT_PT2685-미르텀블러_추상적산출물",실크(MiiR 텀블러),,-,0 checked out of 1,,151,150,0 checked out of 2,157000,0,157000,"Printing Parts, Phantom Parts",정기(월),\0,26년 1월,2026.1.15,,2026.1.15,26.2.2-2.6_신명인쇄,2026.2.5,,₩0,,1,₩8822286,지출완료,1144,157000,,입하완료
PNA38470_0108_6081,2026.1.8,육승미,서울디지털인쇄협동조합,PNA38470-26년1월_재고생산,PO068704,MM00190390,STCK_PT4731-사용설명서(전용)_화이트,사용설명서(화이트),,,0 checked out of 1,,3000,,0 checked out of 1,360000,0,360000,Package Parts,정기(월),\0,26년 1월,2026.1.14,,2026.1.13,26.2.9-2.13_서울디지털인쇄협동조합,2026.2.12,,₩0,,1,₩23382986,지출완료,132,360000,,입하완료
PNA38470_0108_1281,2026.1.8,김하은,엘바 (ELVA),PNA38470-26년1월_재고생산,PO068708,MM00190531,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,스펙트럼컬러펜(화이트.블랙잉크),,,0 checked out of 1,,200,,0 checked out of 1,218182,0,218182,Product Parts,정기(월),\0,26년 1월,2026.1.12,,2026.1.9,26.2.9-2.13_엘바 (ELVA),2026.2.12,,₩0,,1,₩7802100,지출완료,1200,218182,,입하완료
PNA38470_0108_4101,2026.1.8,김하은,도매박스&뉴제이스포츠,PNA38470-26년1월_재고생산,PO068705,MM00190447,STCK_PT3330-칫솔케이스(커스텀인쇄)_투명,칫솔케이스(투명),,,0 checked out of 1,,900,,0 checked out of 1,257727,16364,274091,Package Parts,건별,\0,26년 1월,2026.1.12,,2026.1.13,26.1.19-1.23_도매박스&뉴제이스포츠,2026.1.22,,₩0,,1,₩301500,지출완료,335,274091,,입하완료
PNA50041_퀵차지도킹형보조배터리_A1,2026.1.8,김민지,주식회사 알리오코리아,PNA50041-HDC현대산업개발,PO068707,"MM00190445,MM00191099","QUIC_PT5148-퀵차지도킹형보조배터리(type-C/C)_화이트,QUIC_PT4284-레이저각인_전면_주식회사알리오코리아[퀵차지도킹형보조배터리]",퀵차지도킹형보조배터리(화이트),,-,0 checked out of 2,,101,100,0 checked out of 2,807000,44909,851909,"Product Parts, Printing Parts",건별,\1060000,26년 1월,"2026.1.12, 2026.1.13",,"2026.1.12, 2026.1.13",26.2.2-2.6_주식회사 알리오코리아,2026.2.5,,₩0,,1,₩8611800,지출완료,9278,851909,,"입하완료,입하완료"
PNA38260_레더스킨다이어리(표준)_A1,2026.1.8,김민지,주식회사 디자인오엔,PNA38260-메디씽큐,PO068706,MM00190446,"LSKD_PT0833-레더스킨다이어리_블랙,LSKD_PT2511-레더스킨다이어리_추상적산출물,LSKD_PT0831-공박(음각)_60x60_레더스킨다이어리_디자인온[레더스킨다이어리_커버]",레더스킨다이어리+인쇄,,-,0 checked out of 1,,51,50,0 checked out of 3,86000,65000,151000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\640000,26년 1월,2026.1.13,,2026.1.12,26.2.9-2.13_주식회사 디자인오엔,2026.2.12,,₩0,,1,₩6138550,지출완료,3257,151000,,입하완료
PNA50080_시그니처다이어리(그레이)_C1,2026.1.8,김민지,주식회사 디자인오엔,PNA50080-컴레이저(주),PO068703,MM00190369,"SGND_PT4883-시그니처다이어리(2합)_라이트그레이[시그니처다이어리_디자인오엔],SGND_PT5037-시그니처다이어리_추상적산출물,SGND_PT5027-공박(음각)_130x190_주식회사디자인오엔[시그니처다이어리],SGND_PT3379-시그니처다이어리_밴드_25.파랑[디자인오엔]",시그니처다이어리,,-,0 checked out of 1,,101,100,0 checked out of 4,191000,0,191000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\1330000,26년 1월,2026.1.13,,2026.1.12,26.2.9-2.13_주식회사 디자인오엔,2026.2.12,,₩0,,1,₩6138550,지출완료,2080,191000,,입하완료
PNA38321_몰스킨2026다이어리_A2,2026.1.8,정승윤,신시어리웨일즈 주식회사,PNA38321-다하우스,PO068690,MM00190279,MOLD_PT4990-UV_풀컬러_동일시안_신시어리웨일즈[몰스킨다이어리],UV_풀컬러,,-,0 checked out of 1,재제작,30,30,0 checked out of 1,0,0,0,Printing Parts,정기(월),\0,,2026.1.15,,2026.1.14,,,,,,0,₩0,,0,0,,입하완료
PNA50108_파워업PD충전기65W_A1,2026.1.8,정승윤,신시어리웨일즈 주식회사,PNA50108-이랜드이노플,PO068701,MM00190349,"PUPD_PT4763-파워업PD충전기_화이트,PUPD_PT4915-파워업PD충전기_추상적산출물,PUPD_PT4912-UV_신시어리웨일즈[파워업PD충전기]",파워업PD충전기,,-,0 checked out of 1,,121,120,0 checked out of 3,0,0,0,"Product Parts, Phantom Parts, Printing Parts",정기(월),\1656000,,2026.1.13,,2026.1.13,,,,,,0,₩0,,0,0,,입하완료
PNA50108_커넥트6in1케이블키트_A1,2026.1.8,정승윤,신시어리웨일즈 주식회사,PNA50108-이랜드이노플,PO068702,MM00190348,"CCKT_PT4729-커넥트6in1케이블키트_본품,CCKT_PT5138-커넥트6in1케이블키트_추상적산출물,CCKT_PT5134-UV_단면_95x15_신시어리웨일즈주식회사",커넥트6in1케이블키트,,-,0 checked out of 1,,121,120,0 checked out of 3,0,0,0,"Product Parts, Phantom Parts, Printing Parts",정기(월),\543600,,2026.1.13,,2026.1.13,,,,,,0,₩0,,0,0,,입하완료
PNA38162_프라우드투톤명함지갑(레디메이드)_A2,2026.1.8,김민지,엔엠텍코리아주식회사,PNA38162-한국침례신학대학교,PO068696,MM00190314,"TWTO_PT1753-프라우드투톤명함지갑_블랙,TWTO_PT1755-공박(음각)_전면_60x20_프라우드투톤명함지갑_엠엔텍코리아[프라우드투톤명함지갑_컬러],TWTO_PT2597-프라우드투톤명합지갑_추상적산출물,TWTO_PT1760-OPP(기성(배송용))_100-14",프라우드투톤명합지갑+인쇄,,-,0 checked out of 1,,151,150,0 checked out of 4,35100,0,35100,"Product Parts, Printing Parts, Phantom Parts, Package Parts",정기(월),\1507500,26년 2월,2026.1.21,,2026.1.14,26.2.9-2.13_엔엠텍코리아주식회사,2026.2.12,,₩0,,1,₩6025140,지출완료,256,35100,,입하완료
