파츠번호,재고귀속파츠번호,task_id,sync_item,과업지시상태,발주지시수량,과업지시일자,입하여부,입하수량,실제입하일(from. movement),공급가액,결제일(from. 지출결의),지출금액(vat 포함),지출결의비고,project,수주처,공급가액단가,입하예정일,,
PT1500,,PNA23523_0215_1711,STCK_PT1500-웹캠커버_블랙2화이트1,발주진행완료,5000,2024.2.26,입하완료,5000,2024.3.5,"1,525,420",,"1,677,962",,PNA23523-24년2월_재고생산,"Protecting Your Electronics (PYE) Electronic Technology Co., Ltd",305,2024.3.4,24년2월,
PT1719,,PNA23523_0219_2021,STCK_PT1719-미스트페이퍼봉투_반투명_100-1,발주진행완료,3000,2024.9.3,입하완료,3050,2024.3.4,"1,274,000",2024.3.15,"1,401,400",,PNA23523-24년2월_재고생산,(주)청산인쇄,425,2024.3.4,24년2월,
PT3771,,PNA23523_0223_4431,STCK_PT3771-주의사항표기서(전용)_화이트,발주진행완료,1000,2024.2.26,입하완료,1030,2024.2.27,"80,000",2024.3.14,"88,000",,PNA23523-24년2월_재고생산,서울디지털인쇄협동조합,80,2024.3.4,24년2월,
PT1085,,PNA23523_0227_1061,STCK_PT1085-센텐스펜_화이트,발주진행완료,500,2024.2.28,입하완료,,2024.2.29,"225,000",2024.3.14,"247,500",,PNA23523-24년2월_재고생산,(주)효성에스피,450,2024.3.5,24년2월,
PT1201,,PNA23523_0227_1301,STCK_PT1201-스펙트럼컬러펜(블랙잉크)_블랙,발주진행완료,1005,2024.2.28,입하완료,,2024.3.7,"913,636",2024.3.14,"1,005,000",,PNA23523-24년2월_재고생산,엘바 (ELVA),909,2024.3.5,24년2월,
PT1136,,PNA23523_0215_1201,STCK_PT1136-스탠드업칫솔_화이트,발주진행완료,1000,2024.2.15,입하완료,1005,2024.3.8,"1,600,000",2024.3.14,"1,760,000",,PNA23523-24년2월_재고생산,(주)이케이비전,"1,600",2024.3.8,24년2월,
PT1493,,PNA23523_0223_1691,STCK_PT1493-오픈박스(스탠다드)(Small)_화이트_100-4,발주진행완료,2000,2024.9.3,입하완료,,2024.3.6,"1,160,000",2024.4.19,"1,276,000",,PNA23523-24년2월_재고생산,(주)청산인쇄,580,2024.3.11,24년2월,
PT1431,,PNA23523_0223_1551,STCK_PT1431-단품박스(전용)(스탠다드)_화이트_000-22,발주진행완료,1000,2024.9.3,입하완료,980,2024.3.7,"460,000",2024.4.19,"506,000",,PNA23523-24년2월_재고생산,(주)청산인쇄,460,2024.3.11,24년2월,
PT0549,,PNA23523_0223_0291,STCK_PT0549-텀블러류지지박스_블랙_000-1,발주진행완료,3000,2024.9.3,입하완료,3049,2024.3.6,"542,000",2024.4.19,"596,200",,PNA23523-24년2월_재고생산,(주)청산인쇄,181,2024.3.11,24년2월,
PT1718,,PNA23523_0219_2011,STCK_PT1718-샤쉐향(골든뱀부),발주진행완료,1000,2024.2.19,입하완료,1020,2024.3.6,"900,000",2024.4.11,"990,000",,PNA23523-24년2월_재고생산,주식회사 센트온,900,2024.3.13,24년2월,
PT3348,,PNA23523_0227_4591,STCK_PT3348-단품박스(스탠다드)_화이트,발주진행완료,1000,2024.9.3,입하완료,1095,2024.3.7,"430,000",2024.4.19,"473,000",,PNA23523-24년2월_재고생산,(주)청산인쇄,430,2024.3.13,24년2월,
PT2839,,PNA23523_0215_3881,STCK_PT2839-프라우드메모패드_커버_블랙,발주진행완료,1000,2024.2.15,입하완료,,2024.3.14,"4,550,000",2024.3.14,"5,005,000",,PNA23523-24년2월_재고생산,엔엠텍코리아주식회사,"4,550",2024.3.15,24년2월,
PT1517,,PNA23523_0215_1751,STCK_PT1517-단품박스(스탠다드)_웜그레이_100-4,발주진행완료,1000,2024.9.3,입하완료,,2024.2.27,"915,000",2024.3.15,"1,006,500",,PNA23523-24년2월_재고생산,(주)청산인쇄,915,2024.3.15,24년2월,
PT2841,,PNA23523_0219_3891,STCK_PT2841-리갈패드_옐로우,발주진행완료,2000,2024.2.19,입하완료,,2024.3.14,"954,545",2024.3.11,"1,050,000",,PNA23523-24년2월_재고생산,알파주식회사,477,2024.3.15,24년2월,
PT2852,,PNA23523_0222_4001,STCK_PT2852-퀵버튼링노트_내지세트,발주진행완료,1000,2024.9.3,입하완료,1020,2024.3.13,"2,805,000",2024.4.19,"3,085,500",,PNA23523-24년2월_재고생산,(주)청산인쇄,"2,805",2024.3.15,24년2월,
PT2833,,PNA23523_0222_3801,STCK_PT2833-퀵버튼링노트_플라스틱커버_반투명,발주진행완료,2000,2024.9.3,입하완료,,2024.3.26,"370,000",2024.4.19,"407,000",,PNA23523-24년2월_재고생산,(주)청산인쇄,185,2024.3.15,24년2월,
PT2738,,PNA23523_0227_3001,"STCK_PT2738-리인벤트패키지_추상적산출물, STCK_PT0575-텀블러류지지대(전용)_블랙_000-1, STCK_PT0576-골지트레이박스(스탠다드)_블랙_200-2",발주진행완료,1000,2024.9.3,입하완료,1119,2024.3.11,"2,365,000",2024.4.19,"2,601,500",,PNA23523-24년2월_재고생산,(주)청산인쇄,"2,365",2024.3.18,24년2월,
PT1800,,PNA23523_0228_2221,STCK_PT1800-샤쉐향(화이트타임/구화이트티앤타임),발주진행완료,2000,2024.2.28,"입하완료, 입하완료","1350, 700","2024.3.15, 2024.3.13","1,800,000",2024.6.4,"1,980,000",,PNA23523-24년2월_재고생산,주식회사 센트온,900,"2024.3.19, 2024.3.14",24년2월,
PT1718,,PNA23523_0228_2011,STCK_PT1718-샤쉐향(골든뱀부),발주진행완료,2000,2024.2.28,입하완료,2000,2024.3.19,"1,800,000",2024.4.18,"1,980,000",,PNA23523-24년2월_재고생산,주식회사 센트온,900,2024.3.22,24년2월,
PT3340,,PNA23523_0208_4531,STCK_PT3340-핸디링미니선풍기_네이비,발주진행완료,1500,2024.2.27,입하완료,1600,2024.3.26,"7,500,000","2024.2.29, 2024.4.11","8,250,000",,PNA23523-24년2월_재고생산,하이온,"5,000",2024.3.26,24년2월,
PT3339,,PNA23523_0208_4521,STCK_PT3339-핸디링미니선풍기_화이트,발주진행완료,3500,2024.2.27,입하완료,3500,2024.3.26,"17,500,000","2024.2.29, 2024.4.11","19,250,000",,PNA23523-24년2월_재고생산,하이온,"5,000",2024.3.26,24년2월,
PT2970,,PNA23523_0215_3321,STCK_PT2970-메시지캐리어파우치_메탈그레이,발주진행완료,2000,2024.2.15,입하완료,,2024.3.29,"10,000,000",2024.2.22,"11,000,000",,PNA23523-24년2월_재고생산,(주)이삭반도체,"5,000",2024.3.26,24년2월,
PT2293,,PNA23524_0307_2741,STCK_PT2293-주의사항표기서(전용)_화이트_100-2,발주진행완료,2000,2024.3.20,입하완료,,2024.3.26,"147,000",2024.4.16,"161,700",,PNA23524-24년3월_재고생산,주식회사 베러웨이시스템즈,74,2024.3.4,24년3월,
PT3855,,PNA23524_0306_4641,STCK_PT3855-미스트워터보틀_다크그레이,발주진행완료,1000,2024.3.6,입하완료,,2024.3.6,"3,700,000",2024.3.11,"4,070,000",,PNA23524-24년3월_재고생산,주식회사 오보틀,"3,700",2024.3.8,24년3월,
PT1030,,PNA23524_0307_0961,STCK_PT1030-브랜드잇_내지(무지),발주진행완료,5000,2024.3.7,입하완료,5000,2024.3.7,"2,250,000",2024.3.12,"2,475,000",,PNA23524-24년3월_재고생산,주식회사 에이엠씨,450,2024.3.8,24년3월,
PT3854,,PNA23524_0306_4631,STCK_PT3854-미스트워터보틀_반투명화이트,발주진행완료,3000,2024.3.6,"입하완료, 입하완료",,"2024.3.11, 2024.4.1","11,100,000","2024.3.11, 2024.4.25","11,100,000",,PNA23524-24년3월_재고생산,주식회사 오보틀,"3,700","2024.3.11, 2024.4.1",24년3월,
PT3771,,PNA23524_0307_4431,STCK_PT3771-주의사항표기서(전용)_화이트,발주진행완료,3000,2024.3.7,입하완료,3100,2024.3.12,"210,000",2024.4.16,"231,000",,PNA23524-24년3월_재고생산,서울디지털인쇄협동조합,70,2024.3.12,24년3월,
PT1201,,PNA23524_0305_1301,STCK_PT1201-스펙트럼컬러펜(블랙잉크)_블랙,발주진행완료,1000,2024.3.6,입하완료,,2024.3.7,"909,091",2024.4.4,"1,000,000",,PNA23524-24년3월_재고생산,엘바 (ELVA),909,2024.3.13,24년3월,
PT2236,,PNA23524_0305_2671,STCK_PT2236-주의사항표기택(전용)_화이트+디지털풀컬러_000-1,발주진행완료,1000,2024.3.6,입하완료,,2024.3.20,"105,000",2024.4.16,"115,500",,PNA23524-24년3월_재고생산,주식회사 베러웨이시스템즈,105,2024.3.13,24년3월,
PT2825,,PNA23524_0305_3561,STCK_PT2825-주의사항표기서(전용),발주진행완료,1500,2024.3.6,입하완료,,2024.3.28,"189,000",2024.4.16,"207,900",,PNA23524-24년3월_재고생산,주식회사 베러웨이시스템즈,126,2024.3.13,24년3월,
PT3766,,PNA23524_0305_4511,STCK_PT3766-킵세이프마그넷배터리,발주진행완료,600,2024.3.6,입하완료,600,2024.3.7,"5,400,000",2024.4.11,"5,940,000",,PNA23524-24년3월_재고생산,감성코퍼레이션 주식회사,"9,000",2024.3.15,24년3월,
PT0388,,PNA23524_0305_0021,STCK_PT0388-단품박스(스탠다드)_화이트_000-15,발주진행완료,5000,2024.9.3,입하완료,5071,2024.3.15,"1,005,000",2024.4.19,"1,105,500",,PNA23524-24년3월_재고생산,(주)청산인쇄,201,2024.3.18,24년3월,
PT1197,,PNA23524_0318_1281,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,발주진행완료,3000,2024.3.18,입하완료,,2024.3.20,"2,727,273",2024.4.4,"3,000,000",,PNA23524-24년3월_재고생산,엘바 (ELVA),909,2024.3.18,24년3월,
PT1093,,PNA23524_0305_1071,STCK_PT1093-유광덮개파우치_투명_000-3,발주진행완료,3000,2024.3.6,입하완료,3000,2024.3.18,"675,000",2024.3.14,"742,500",,PNA23524-24년3월_재고생산,착한포장,225,2024.3.20,24년3월,
PT2995,,PNA23524_0305_3341,STCK_PT2995-지지대(전용)_화이트,발주진행완료,500,2024.9.3,입하완료,520,2024.3.19,"357,500",2024.4.19,"393,250",,PNA23524-24년3월_재고생산,(주)청산인쇄,715,2024.3.20,24년3월,
PT3349,,PNA23524_0315_4601,STCK_PT3349-주의사항표기서(전용),발주진행완료,1000,2024.3.15,입하완료,1040,2024.3.20,"100,000",2024.4.16,"110,000",,PNA23524-24년3월_재고생산,서울디지털인쇄협동조합,100,2024.3.21,24년3월,
PT3854,,PNA23524_0319_4631,STCK_PT3854-미스트워터보틀_반투명화이트,발주진행완료,500,2024.3.19,입하완료,,2024.4.8,"1,900,000",2024.3.21,"2,090,000",,PNA23524-24년3월_재고생산,주식회사 오보틀,"3,800",2024.3.21,24년3월,
PT2118,,PNA23524_0311_2441,STCK_PT2118-택끈_카키_000-2,발주진행완료,5000,2024.3.12,입하완료,5000,2024.3.25,"390,000",2024.4.2,"429,000",,PNA23524-24년3월_재고생산,유성(구.유성테프),78,2024.3.22,24년3월,
PT3354,,PNA23524_0313_4651,STCK_PT3354-단품박스(스탠다드)_화이트,발주진행완료,1000,2024.9.3,입하완료,1050,2024.4.5,"670,000",2024.4.19,"737,000",,PNA23524-24년3월_재고생산,(주)청산인쇄,670,2024.3.22,24년3월,
PT1708,,PNA23524_0318_1991,STCK_PT1708-주의사항표기서(전용)_화이트_000-6_B,발주진행완료,1000,2024.3.18,입하완료,,2024.3.26,"94,500",2024.4.16,"103,950",,PNA23524-24년3월_재고생산,주식회사 베러웨이시스템즈,95,2024.3.25,24년3월,
PT1197,,PNA23524_0326_1281,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,발주진행완료,1000,2024.3.27,입하완료,,2024.3.29,0,,0,,PNA23524-24년3월_재고생산,엘바 (ELVA),0,2024.3.25,24년3월,
PT2117,,PNA23524_0311_2431,STCK_PT2117-생분해펄프화분(전용)_브라운,발주진행완료,10000,2024.3.11,입하완료,10000,2024.3.25,"1,000,000",2024.4.11,"1,100,000",,PNA23524-24년3월_재고생산,성우무역,100,2024.3.26,24년3월,
PT0710,,PNA23524_0318_0501,STCK_PT0710-D링_블랙,발주진행완료,1000,2024.3.18,입하완료,,2024.3.26,"595,000",2024.3.21,"654,500",,PNA23524-24년3월_재고생산,나래메탈,595,2024.3.26,24년3월,
PT3283,,PNA23524_0318_3971,STCK_PT3283-이염방지페이퍼(스포츠타월)_화이트,발주진행완료,4000,2024.3.18,입하완료,,2024.3.29,"94,000",2024.3.21,"103,400",,PNA23524-24년3월_재고생산,효제지업사,24,2024.3.26,24년3월,
PT3355,,PNA23524_0321_4661,STCK_PT3355-사각스티커(전용)(QR덧방),발주진행완료,1000,2024.3.21,입하완료,1120,2024.3.27,"70,000",2024.4.16,"77,000",,PNA23524-24년3월_재고생산,서울디지털인쇄협동조합,70,2024.3.26,24년3월,
PT1802,,PNA23524_0318_2241,STCK_PT1802-헤링본끈_화이트,발주진행완료,2000,2024.3.18,입하완료,2000,2024.3.27,"258,000",2024.4.18,"283,800",,PNA23524-24년3월_재고생산,백제레스,129,2024.3.28,24년3월,
PT3346,,PNA23524_0305_4571,STCK_PT3346-머그류지지박스_그레이,발주진행완료,1000,2024.9.3,입하완료,1098,2024.3.28,"500,000",2024.4.19,"550,000",,PNA23524-24년3월_재고생산,(주)청산인쇄,500,2024.3.29,24년3월,
PT3347,,PNA23524_0305_4581,STCK_PT3347-텀블러류지지박스_그레이,발주진행완료,1000,2024.9.3,입하완료,1072,2024.3.28,"340,000",2024.4.19,"374,000",,PNA23524-24년3월_재고생산,(주)청산인쇄,340,2024.3.29,24년3월,
PT0901,,PNA23524_0306_0771,STCK_PT0901-뮤지엄머그_화이트,발주진행완료,2000,2024.3.6,입하완료,,2024.3.28,"5,000,000",2024.3.21,"5,500,000",,PNA23524-24년3월_재고생산,홍보요업,"2,500",2024.3.29,24년3월,
PT0878,,PNA23524_0318_0721,STCK_PT0878-매트블랙텀블러_블랙,발주진행완료,1000,2024.3.19,입하완료,,2024.3.28,"7,110,000",2024.4.4,"7,821,000",,PNA23524-24년3월_재고생산,주식회사 꾸띠잔홀딩스,"7,110",2024.3.29,24년3월,
PT1792,,PNA23524_0318_2161,"STCK_PT1792-프리미엄린넨샤쉐_화이트,PT4602-프리미엄린넨샤쉐_화이트(ver2)",발주진행완료,500,2024.3.19,입하완료,,2024.3.29,"125,000",2024.4.11,"137,500",,PNA23524-24년3월_재고생산,(주)승화파트너스,250,2024.3.29,24년3월,
PT3330,,PNA23524_0318_4101,STCK_PT3330-칫솔케이스(커스텀인쇄)_투명,발주진행완료,900,2024.3.18,입하완료,,2024.4.8,"274,091",2024.4.23,"301,500",,PNA23524-24년3월_재고생산,도매박스&뉴제이스포츠,305,2024.3.29,24년3월,
PT1464,,PNA23524_0327_1651,STCK_PT1464-올블랙펜_매트블랙,발주진행완료,66,2024.3.28,입하완료,,2024.3.29,"136,800",2024.4.4,"150,480",,PNA23524-24년3월_재고생산,엘바 (ELVA),"2,073",2024.4.1,24년3월,
PT1572,,PNA23524_0318_1801,STCK_PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,발주진행완료,2000,2024.3.18,입하완료,2040,2024.3.28,"880,000",2024.3.28,"968,000",,PNA23524-24년3월_재고생산,착한포장,440,2024.4.2,24년3월,
PT2828,,PNA23524_0318_3651,STCK_PT2828-투명손잡이지퍼백(L),발주진행완료,1000,2024.3.18,입하완료,1019,2024.3.28,"224,000",2024.3.28,"246,400",,PNA23524-24년3월_재고생산,착한포장,224,2024.4.2,24년3월,
PT0711,,PNA23524_0326_0511,STCK_PT0711-군번줄_블랙,발주진행완료,2000,2024.3.27,입하완료,,2024.4.8,"600,000",2024.4.11,"660,000",,PNA23524-24년3월_재고생산,나래메탈,300,2024.4.2,24년3월,
PT0710,,PNA23524_0326_0501,STCK_PT0710-D링_블랙,발주진행완료,2000,2024.3.27,입하완료,,2024.4.8,"1,190,000",2024.4.11,"1,309,000",,PNA23524-24년3월_재고생산,나래메탈,595,2024.4.2,24년3월,
PT0709,,PNA23524_0326_0491,STCK_PT0709-O링_블랙,발주진행완료,5000,2024.3.27,입하완료,,2024.4.8,"150,000",2024.4.11,"165,000",,PNA23524-24년3월_재고생산,나래메탈,30,2024.4.2,24년3월,
PT1373,,PNA23524_0321_1491,STCK_PT1373-유광덮개파우치_투명_000-2,발주진행완료,3000,2024.3.21,입하완료,3100,2024.3.28,"570,000",2024.3.28,"627,000",,PNA23524-24년3월_재고생산,착한포장,190,2024.4.4,24년3월,
PT1139,,PNA23524_0327_1211,STCK_PT1139-슬라이드지퍼백(커스텀인쇄)_투명_200-2,발주진행완료,1000,2024.3.27,입하완료,1040,2024.4.5,"355,000",2024.4.4,"390,500",,PNA23524-24년3월_재고생산,착한포장,355,2024.4.9,24년3월,
PT3361,,PNA23524_0328_4671,STCK_PT3361-OPP,발주진행완료,200,2024.3.28,입하완료,200,2024.4.9,0,,0,,PNA23524-24년3월_재고생산,우장부,0,2024.4.9,24년3월,
PT2405,,PNA23524_0318_2861,STCK_PT2405-베케이션여권케이스,발주진행완료,1000,2024.3.18,입하완료,,2024.4.23,"4,100,000",2024.4.26,"4,510,000",,PNA23524-24년3월_재고생산,엔엠텍코리아주식회사,"4,100",2024.4.12,24년3월,
PT0542,,PNA23524_0323_0261,STCK_PT0542-골지트레이박스_화이트_200-1,발주진행완료,2000,2024.9.3,입하완료,2103,2024.4.9,"2,717,500",2024.5.17,"2,989,250",,PNA23524-24년3월_재고생산,(주)청산인쇄,"1,359",2024.4.12,24년3월,
PT2824,,PNA23524_0326_3581,STCK_PT2824-단품박스(스탠다드)_웜그레이,발주진행완료,2000,2024.9.3,입하완료,2112,2024.4.9,"920,000",2024.5.17,"1,012,000",,PNA23524-24년3월_재고생산,(주)청산인쇄,460,2024.4.12,24년3월,
PT1719,,PNA23524_0326_2021,STCK_PT1719-미스트페이퍼봉투_반투명_100-1,발주진행완료,4000,2024.9.3,입하완료,4050,2024.4.9,"1,557,000",2024.5.17,"1,712,700",,PNA23524-24년3월_재고생산,(주)청산인쇄,389,2024.4.12,24년3월,
PT0554,,PNA23524_0327_0311,STCK_PT0554-노트류지지대(전용)_블랙_100-2,발주진행완료,3000,2024.9.3,입하완료,3140,2024.4.4,"477,000",2024.5.17,"524,700",,PNA23524-24년3월_재고생산,(주)청산인쇄,159,2024.4.12,24년3월,
PT2528,PT2228,PNA23524_0305_2991,"STCK_PT2528-브랜디드노트북백_추상적산출물, STCK_PT2228-브랜디드노트북백_블랙, STCK_PT2231-크로스스트랩_블랙, STCK_PT3361-OPP",발주진행완료,1000,2024.3.5,"입하완료, 입하완료","1020, 1050","2024.4.12, 2024.4.12","16,818,182",2024.4.23,"18,500,000",,PNA23524-24년3월_재고생산,(주)에스씨인터내셔널,"16,818","2024.4.15, 2024.4.15",24년3월,
PT0543,,PNA23524_0327_0271,STCK_PT0543-골지트레이박스_블랙_200-1,발주진행완료,2000,2024.9.3,입하완료,2113,2024.4.9,"6,018,000",2024.5.17,"6,619,800",,PNA23524-24년3월_재고생산,(주)청산인쇄,"3,009",2024.4.17,24년3월,
PT2169,,PNA23524_0327_2591,STCK_PT2169-단품박스(스탠다드)_화이트_100-17,발주진행완료,500,2024.9.3,입하완료,600,2024.4.11,"625,000",2024.5.17,"687,500",,PNA23524-24년3월_재고생산,(주)청산인쇄,"1,250",2024.4.17,24년3월,
PT0548,,PNA23524_0327_0281,STCK_PT0548-텀블러류지지박스_화이트_000-1,발주진행완료,2000,2024.9.3,입하완료,2140,2024.4.4,"282,000",2024.5.17,"310,200",,PNA23524-24년3월_재고생산,(주)청산인쇄,141,2024.4.17,24년3월,
PT0555,,PNA23524_0327_0321,STCK_PT0555-노트류지지대(전용)_화이트_100-2,발주진행완료,2000,2024.9.3,입하완료,2080,2024.4.4,"256,000",2024.5.17,"281,600",,PNA23524-24년3월_재고생산,(주)청산인쇄,128,2024.4.17,24년3월,
PT2822,,PNA23524_0305_3562,STCK_PT2822-레디고런치박스_본품,발주진행완료,1470,2024.3.6,"입하완료, 입하완료","1261, 210","2024.4.17, 2024.4.17","5,365,500",2024.4.11,"5,902,050",,PNA23524-24년3월_재고생산,(주)이지앤,"3,650","2024.4.17, 2024.4.17",24년3월,
PT2823,,PNA23524_0305_3571,STCK_PT2823-레디고런치박스_투명캡,발주진행완료,1500,2024.3.6,"입하완료, 입하완료",210,"2024.4.17, 2024.4.17","825,000",2024.4.11,"907,500",,PNA23524-24년3월_재고생산,(주)이지앤,550,"2024.4.18, 2024.4.17",24년3월,
PT0733,,PNA23524_0305_0571,STCK_PT0733-노트북스탠드패드_패드_다크그레이,발주진행완료,1000,2024.3.6,입하완료,1000,2024.4.25,"9,500,000","2024.3.14, 2024.4.25","10,450,000",,PNA23524-24년3월_재고생산,아이티에스글로벌(ITSGlobal),"9,500",2024.4.26,24년3월,
PT0761,,PNA23524_0327_0611,STCK_PT0761-골지단품박스_그레이_100-4,발주진행완료,2000,2024.9.3,입하완료,2020,2024.4.25,"1,866,000",2024.5.17,"2,052,600",,PNA23524-24년3월_재고생산,(주)청산인쇄,933,2024.4.26,24년3월,
PT1583,,PNA23524_0327_1811,STCK_PT1583-골지단품박스_그레이_100-2,발주진행완료,1000,2024.9.3,입하완료,1020,2024.4.25,"1,114,000",2024.5.17,"1,225,400",,PNA23524-24년3월_재고생산,(주)청산인쇄,"1,114",2024.4.26,24년3월,
PT2115,,PNA23524_0327_2421,STCK_PT2115-펠트스트링파우치(커스텀인쇄)_그레이_300-2,발주진행완료,2000,2024.3.27,입하완료,2000,2024.4.22,"700,000",2024.5.2,"770,000",,PNA23524-24년3월_재고생산,(주)영일패키지,350,2024.4.26,24년3월,
PT2182,,PNA23524_0328_2601,STCK_PT2182-리프레쉬고체치약(페퍼민트.50정),발주진행완료,1000,2024.3.28,입하완료,1000,2024.4.26,"3,320,000","2024.4.2, 2024.4.18","3,652,000",,PNA23524-24년3월_재고생산,(주)성원제약,"3,320",2024.4.30,24년3월,
PT2370,,PNA23525_0402_2801,STCK_PT2370-버티컬무선충전패드(15W)_블랙,발주진행완료,500,2024.4.2,입하완료,,2024.4.5,"4,250,000",2024.4.11,"4,675,000",,PNA23525-24년4월_재고생산,(주)데코컴퍼니,"8,500",2024.4.4,24년4월,
PT2077,,PNA23525_0402_2351,STCK_PT2077-클리어리유저블컵_바디(473ml)_투명,발주진행완료,1904,2024.4.2,입하완료,1904,2024.4.5,"3,808,000",2024.4.11,"4,188,800",,PNA23525-24년4월_재고생산,주식회사 아조아(AJOAH),"2,000",2024.4.5,24년4월,
PT3343,PT3344,PNA23525_0402_4681,"STCK_PT3343-펄프박스_리드_그레이, STCK_PT3344-펄프박스_바디_그레이, STCK_PT4882-시그니처다이어리(2합)_블랙",발주진행완료,5000,2024.4.3,"입하완료, 입하완료, 입하완료, 입하완료","4507, 4590, 560, 642","2024.4.9, 2024.4.9, 2024.4.8, 2024.4.8","18,025,000",2024.5.2,"19,827,500","선금 50% 진행 완료
재고입하처리 완료 후 잔금 50% 예정

금형은 자산으로 인식하고 감가상각 대상임",PNA23525-24년4월_재고생산,(주)포텍,"3,605","2024.4.8, 2024.4.8, 2024.4.8, 2024.4.8",24년4월,
